Ticker
CLDR
A
AACQU
ABCB
AACG
NEE
ETSY
FCX
NWSA
KTOS
LTHM
TRS
PSTG
SYK
WMT
RTX
KR
KO
AI.TO
ROKU
FVRR
RNG
OKTA
ZS
SPCE
HUBS
NFLX
CRWD
TSLA
SHOP
PYPL
MS
NKE
GDDY
SBUX
PWR
CREE
TME
CSCO
RL
AC.TO
MELI
JMIA
MASI
SPX.V
EBAY
ALB
COG
CHWY
COUP
SPG
MSFT
SOCL
AEO
DLB
BABA
BBY
CGX.TO
GWO.TO
H
KEY.TO
LAC.TO
DIS
HD
PINS
UNM
MET
HFC
LRCX
